City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
276,Palmer,US,2021-10-24 14:34:30,42.1584,-72.3287,51.58,60,20,0.0
277,Lavrentiya,RU,2021-10-24 14:34:30,65.5833,-171.0,21.97,85,100,10.74
278,Nyimba,ZM,2021-10-24 14:34:30,-14.5566,30.8149,102.15,10,72,11.01
279,Tautira,PF,2021-10-24 14:34:31,-17.7333,-149.15,73.42,94,100,8.39
280,Alta Floresta,BR,2021-10-24 14:34:31,-9.8756,-56.0861,89.42,58,40,8.05
281,Little Current,CA,2021-10-24 14:34:32,45.9793,-81.9248,46.49,77,100,10.74
282,Saskylakh,RU,2021-10-24 14:34:32,71.9167,114.0833,-9.08,99,83,5.1
283,Antofagasta,CL,2021-10-24 14:34:32,-23.65,-70.4,68.22,60,0,9.8
284,Kodinsk,RU,2021-10-24 14:34:33,58.6881,99.1844,38.98,97,100,11.07
285,Morondava,MG,2021-10-24 14:34:33,-20.2833,44.2833,79.86,63,0,15.66
286,Marawi,PH,2021-10-24 14:34:34,7.9986,124.2928,66.65,91,98,2.06
287,Mayo,US,2021-10-24 14:34:34,38.8876,-76.5119,59.56,75,90,5.01
288,Lincoln,US,2021-10-24 14:29:51,40.8,-96.667,49.14,96,90,1.01
289,Kushima,JP,2021-10-24 14:34:34,31.4583,131.2333,61.92,82,93,7.18
290,Olga,RU,2021-10-24 14:34:35,43.7444,135.2892,41.52,65,0,5.73
291,Pop,UZ,2021-10-24 14:34:35,40.8736,71.1089,52.29,26,0,2.26
292,Dongen,NL,2021-10-24 14:34:35,51.6267,4.9389,59.02,64,5,1.99
293,Sitka,US,2021-10-24 14:34:05,57.0531,-135.33,42.69,75,20,5.75
294,Awbari,LY,2021-10-24 14:34:36,26.5921,12.7805,96.73,11,92,12.46
295,Giresun,TR,2021-10-24 14:34:36,40.5,38.5,34.92,86,51,5.1
296,Bridgetown,BB,2021-10-24 14:34:37,13.1,-59.6167,88.29,62,20,25.32
297,Matara,LK,2021-10-24 14:34:37,5.9485,80.5353,78.73,82,64,8.86
298,Tongzi,CN,2021-10-24 14:34:37,28.7829,105.0877,61.5,77,98,2.33
299,Jumla,NP,2021-10-24 14:34:38,29.2747,82.1838,46.06,92,14,4.61
300,Coquimbo,CL,2021-10-24 14:34:38,-29.9533,-71.3436,60.53,72,0,10.36
301,Yaviza,PA,2021-10-24 14:34:38,8.1537,-77.6931,85.71,69,82,1.43
302,Whitehorse,CA,2021-10-24 14:34:39,60.7161,-135.0538,29.17,92,20,2.3
303,Plaster Rock,CA,2021-10-24 14:34:39,46.9065,-67.39,45.12,63,86,13.89
304,Kloulklubed,PW,2021-10-24 14:34:39,7.0419,134.2556,77.5,69,20,4.16
305,Bengkulu,ID,2021-10-24 14:34:40,-3.8004,102.2655,76.33,89,80,5.14
306,Mogadouro,PT,2021-10-24 14:34:40,41.3403,-6.7119,67.78,29,0,6.64
307,Katsuura,JP,2021-10-24 14:34:40,35.1333,140.3,60.91,60,99,7.07
308,Donskoye,RU,2021-10-24 14:34:41,45.4552,41.9741,53.73,91,100,9.55
309,Saint Anthony,US,2021-10-24 14:34:41,45.0205,-93.218,43.12,75,1,1.99
310,Rawson,AR,2021-10-24 14:34:42,-43.3002,-65.1023,68.58,29,97,35.3
311,Uvalde,US,2021-10-24 14:34:42,29.3669,-99.767,73.53,72,90,3.44
312,Sorland,NO,2021-10-24 14:34:43,67.667,12.6934,39.27,84,100,21.7
313,Batsfjord,NO,2021-10-24 14:34:43,70.6345,29.7185,31.78,86,75,5.75
314,Bondo,CD,2021-10-24 14:34:44,3.8146,23.6866,81.5,69,91,1.41
315,Naze,JP,2021-10-24 14:34:44,28.3667,129.4833,70.36,63,90,15.95
316,Port Said,EG,2021-10-24 14:34:44,31.2565,32.2841,72.27,65,0,11.65
317,Chapais,CA,2021-10-24 14:34:45,49.7834,-74.8492,37.18,60,59,4.38
318,Micheweni,TZ,2021-10-24 14:34:45,-4.9667,39.8333,80.46,73,8,8.48
319,Cao Bang,VN,2021-10-24 14:34:45,22.6667,106.25,60.67,90,22,2.19
320,Belaya Gora,RU,2021-10-24 14:34:46,68.5333,146.4167,-2.74,85,100,3.65
321,Mitu,CO,2021-10-24 14:34:46,1.1983,-70.1733,87.85,57,100,3.98
322,Kieta,PG,2021-10-24 14:34:47,-6.2167,155.6333,78.57,83,91,3.0
323,Ariquemes,BR,2021-10-24 14:34:47,-9.9133,-63.0408,97.32,38,15,3.67
324,Aqtobe,KZ,2021-10-24 14:34:47,50.2797,57.2072,50.09,43,0,8.95
325,Sur,OM,2021-10-24 14:34:48,22.5667,59.5289,82.8,62,0,3.13
326,Rurrenabaque,BO,2021-10-24 14:34:48,-14.4413,-67.5278,77.65,90,59,8.01
327,Nouakchott,MR,2021-10-24 14:33:56,18.0858,-15.9785,84.13,44,54,10.56
328,Urusha,RU,2021-10-24 14:34:49,54.05,122.9,30.18,90,18,0.4
329,Karlshamn,SE,2021-10-24 14:34:49,56.1706,14.8619,52.92,77,100,11.7
330,Kruisfontein,ZA,2021-10-24 14:34:50,-34.0033,24.7314,63.88,44,32,9.44
331,Nyurba,RU,2021-10-24 14:34:50,63.2842,118.3319,32.27,98,100,7.76
332,Strezhevoy,RU,2021-10-24 14:34:50,60.7333,77.5889,31.98,82,75,8.12
333,Toyooka,JP,2021-10-24 14:34:51,35.5333,134.8333,52.68,79,96,3.85
334,Olpad,IN,2021-10-24 14:34:51,21.3333,72.75,82.38,60,0,6.73
335,Haines Junction,CA,2021-10-24 14:34:51,60.7522,-137.5108,13.95,92,9,2.3
336,Ribeira Grande,PT,2021-10-24 14:34:52,38.5167,-28.7,70.2,60,20,10.36
337,San Clemente,US,2021-10-24 14:34:52,33.427,-117.612,61.86,86,100,7.85
338,Narsipatnam,IN,2021-10-24 14:34:53,17.6667,82.6167,81.81,83,52,2.89
339,Kyshtovka,RU,2021-10-24 14:34:53,56.555,76.6271,45.48,84,100,7.96
340,Roswell,US,2021-10-24 14:33:13,34.0232,-84.3616,66.38,82,1,0.0
341,Roma,US,2021-10-24 14:34:03,43.2128,-75.4557,51.85,84,75,5.75
342,Kununurra,AU,2021-10-24 14:34:54,-15.7667,128.7333,80.58,65,33,3.44
343,Bousso,TD,2021-10-24 14:34:54,10.4795,16.7117,97.93,28,23,3.74
344,Le Vauclin,MQ,2021-10-24 14:34:54,14.5452,-60.8388,87.85,62,40,17.27
345,Kardla,EE,2021-10-24 14:34:55,58.9978,22.7492,46.38,71,20,6.91
346,Talnakh,RU,2021-10-24 14:34:55,69.4865,88.3972,23.56,96,100,5.66
347,Hofn,IS,2021-10-24 14:34:56,64.2539,-15.2082,48.22,87,75,10.36
348,Russkiy Kameshkir,RU,2021-10-24 14:34:56,52.8589,46.0892,43.9,55,76,10.83
349,Eureka,US,2021-10-24 14:33:24,40.8021,-124.1637,60.19,92,100,7.0
350,Hualmay,PE,2021-10-24 14:34:57,-11.0964,-77.6139,66.76,72,45,9.04
351,Macusani,PE,2021-10-24 14:34:57,-14.0833,-70.4333,53.58,30,75,6.58
352,Nome,US,2021-10-24 14:34:57,64.5011,-165.4064,26.67,80,90,0.0
353,Adelaide,AU,2021-10-24 14:34:45,-34.9333,138.6,52.3,70,0,5.99
354,Frutal,BR,2021-10-24 14:34:58,-20.0247,-48.9406,66.49,90,100,13.98
355,Makakilo City,US,2021-10-24 14:34:58,21.3469,-158.0858,75.56,74,1,8.05
356,Jalu,LY,2021-10-24 14:34:58,29.0331,21.5482,87.66,19,42,7.14
357,Bolilao,PH,2021-10-24 14:34:59,10.8833,122.7333,78.22,87,100,3.2
358,Siyabuswa,ZA,2021-10-24 14:34:59,-25.1132,29.0445,82.38,34,77,29.75
359,Lazaro Cardenas,MX,2021-10-24 14:35:00,17.9583,-102.2,78.15,86,100,4.83
360,Rincon,US,2021-10-24 14:35:00,32.296,-81.2354,73.85,85,75,4.61
361,Linqiong,CN,2021-10-24 14:35:01,30.4159,103.4609,60.62,86,100,2.59
362,Half Moon Bay,US,2021-10-24 14:30:17,37.4636,-122.4286,62.53,94,90,8.01
363,Samarai,PG,2021-10-24 14:35:01,-10.6167,150.6667,80.6,85,22,10.74
364,Bereda,ES,2021-10-24 14:35:01,43.2686,-7.5406,61.92,100,97,1.95
365,Sola,VU,2021-10-24 14:35:02,-13.8833,167.55,80.85,76,20,14.56
366,Aden,YE,2021-10-24 14:31:04,12.7794,45.0367,84.58,61,11,10.56
367,Benjamin Constant,BR,2021-10-24 14:35:03,-4.3831,-70.0311,87.93,74,0,4.61
368,Bucerias,MX,2021-10-24 14:32:06,20.75,-105.3333,79.99,88,90,4.61
369,Timbiras,BR,2021-10-24 14:35:04,-4.2553,-43.9406,91.85,48,65,3.53
370,Toora-Khem,RU,2021-10-24 14:35:04,52.4675,96.11,33.1,72,91,2.33
371,Manaus,BR,2021-10-24 14:33:54,-3.1019,-60.025,86.5,70,0,5.75
372,Sharlyk,RU,2021-10-24 14:35:05,52.9167,54.75,45.48,77,100,4.03
373,Aswan,EG,2021-10-24 14:30:58,24.0934,32.907,86.04,15,0,10.71
374,Hovd,MN,2021-10-24 14:35:06,48.0056,91.6419,35.58,27,7,2.66
375,Erzin,TR,2021-10-24 14:35:06,36.9559,36.2,75.92,69,0,5.55
376,Anloga,GH,2021-10-24 14:35:07,5.7947,0.8973,86.22,72,74,8.37
377,Burns Lake,CA,2021-10-24 14:30:17,54.2331,-125.7533,18.82,95,60,3.56
378,Guerrero Negro,MX,2021-10-24 14:35:07,27.9769,-114.0611,65.82,69,1,12.1
379,Sancti Spiritus,CU,2021-10-24 14:35:08,21.9297,-79.4425,82.49,79,97,5.77
380,Luau,AO,2021-10-24 14:35:08,-10.7073,22.2247,77.47,61,95,3.2
381,Voyvozh,RU,2021-10-24 14:35:09,62.892,54.9635,23.72,97,100,1.7
382,West Bay,KY,2021-10-24 14:35:09,19.3667,-81.4167,87.08,74,40,5.99
383,Comodoro Rivadavia,AR,2021-10-24 14:35:09,-45.8667,-67.5,67.86,32,100,42.57
384,Ozernovskiy,RU,2021-10-24 14:35:10,51.5,156.5167,38.16,69,92,14.25
385,Port Augusta,AU,2021-10-24 14:35:10,-32.5,137.7667,57.34,64,0,7.96
386,Tecoanapa,MX,2021-10-24 14:35:11,16.5167,-98.75,78.12,78,97,6.8
387,Itarema,BR,2021-10-24 14:35:11,-2.9248,-39.9167,87.85,56,94,17.52
388,Aripuana,BR,2021-10-24 14:35:11,-9.1667,-60.6333,97.43,38,49,3.36
389,Luanda,AO,2021-10-24 14:31:03,-8.8368,13.2343,82.4,69,40,9.22
390,Teya,RU,2021-10-24 14:35:12,60.3778,92.6267,37.72,82,100,10.6
391,Nanortalik,GL,2021-10-24 14:35:12,60.1432,-45.2371,35.42,70,68,8.93
392,Corrente,BR,2021-10-24 14:35:13,-3.7367,-43.3394,91.47,45,67,4.36
393,Antsohihy,MG,2021-10-24 14:35:13,-14.8796,47.9875,80.89,75,68,2.24
394,Kamien Pomorski,PL,2021-10-24 14:35:13,53.9685,14.7726,53.22,67,33,10.13
395,Pechora,RU,2021-10-24 14:35:14,65.1472,57.2244,24.94,96,100,3.53
396,Leh,IN,2021-10-24 14:35:14,34.1667,77.5833,33.87,81,100,4.21
397,La Rioja,ES,2021-10-24 14:33:01,42.25,-2.5,64.04,34,0,7.0
398,Bacolod,PH,2021-10-24 14:35:15,10.6667,122.95,78.3,86,100,0.76
399,Koslan,RU,2021-10-24 14:35:15,63.4564,48.8989,28.49,87,100,5.82
400,Nemuro,JP,2021-10-24 14:35:15,43.3236,145.575,52.18,72,0,8.25
401,Cabo San Lucas,MX,2021-10-24 14:35:16,22.8909,-109.9124,77.5,72,2,11.88
402,Geraldton,AU,2021-10-24 14:31:18,-28.7667,114.6,66.61,77,90,12.66
403,Inirida,CO,2021-10-24 14:35:16,3.8653,-67.9239,83.95,81,75,2.77
404,Plettenberg Bay,ZA,2021-10-24 14:35:17,-34.0527,23.3716,60.49,56,24,6.06
405,Sungaipenuh,ID,2021-10-24 14:35:17,-2.0833,101.3833,66.43,98,100,1.05
406,Wairoa,NZ,2021-10-24 14:35:17,-39.0333,177.3667,57.54,79,99,3.0
407,Tromso,NO,2021-10-24 14:34:57,69.6496,18.957,32.38,80,0,2.3
408,Nouadhibou,MR,2021-10-24 14:35:18,20.931,-17.0347,76.98,57,0,11.5
409,Excelsior Springs,US,2021-10-24 14:34:47,39.3392,-94.2261,68.97,91,100,16.58
410,Labuhan,ID,2021-10-24 14:35:18,-6.8844,112.2051,80.78,76,86,7.61
411,Radcliff,US,2021-10-24 14:35:19,37.8404,-85.9491,64.08,84,40,5.01
412,Birjand,IR,2021-10-24 14:35:19,32.8663,59.2211,63.07,8,0,11.5
413,Arlit,NE,2021-10-24 14:35:19,18.7369,7.3853,100.94,7,2,9.51
414,Mildura,AU,2021-10-24 14:31:48,-34.2,142.15,53.56,50,0,8.05
415,Moyale,KE,2021-10-24 14:35:20,3.5167,39.0584,81.48,40,97,9.31
416,Neiba,DO,2021-10-24 14:35:20,18.5,-71.4167,75.78,56,69,7.34
417,Aguimes,ES,2021-10-24 14:35:21,27.9054,-15.4461,74.03,57,20,20.71
418,Muros,ES,2021-10-24 14:35:21,42.7762,-9.0603,62.85,90,71,6.82
419,Buenavista,PH,2021-10-24 14:35:21,8.9769,125.4089,77.72,85,100,0.67
420,Najran,SA,2021-10-24 14:35:22,17.4924,44.1277,83.05,15,3,9.53
421,Trincomalee,LK,2021-10-24 14:35:22,8.5711,81.2335,81.72,76,100,11.23
422,Tornio,FI,2021-10-24 14:35:23,65.8481,24.1466,26.62,77,100,7.05
423,Khani,GE,2021-10-24 14:35:23,41.9563,42.9566,53.17,72,100,3.56
424,Hambantota,LK,2021-10-24 14:35:24,6.1241,81.1185,80.94,83,40,3.44
425,Vanavara,RU,2021-10-24 14:35:24,60.34,102.2797,36.23,97,100,11.92
426,Lakes Entrance,AU,2021-10-24 14:35:24,-37.8811,147.981,48.16,68,13,13.71
427,Tekkali,IN,2021-10-24 14:35:25,18.6167,84.2333,76.3,72,6,3.8
428,Tiznit,MA,2021-10-24 14:31:39,29.5833,-9.5,77.88,33,98,2.57
429,Oktyabrskiy,RU,2021-10-24 14:35:25,54.4815,53.471,41.18,76,10,6.67
430,Henties Bay,NA,2021-10-24 14:35:26,-22.116,14.2845,63.86,76,5,11.16
431,Matadi,CD,2021-10-24 14:35:26,-5.8167,13.45,89.73,53,100,3.91
432,Olinda,BR,2021-10-24 14:35:26,-8.0089,-34.8553,85.73,62,75,11.5
433,Saryozek,KZ,2021-10-24 14:35:27,44.3583,77.9753,43.09,39,0,4.65
434,Maniitsoq,GL,2021-10-24 14:35:27,65.4167,-52.9,25.88,59,11,4.76
435,Touros,BR,2021-10-24 14:35:27,-5.1989,-35.4608,86.9,55,93,14.16
436,Aklavik,CA,2021-10-24 14:35:28,68.2191,-135.0107,25.63,93,75,5.75
437,Phan Thiet,VN,2021-10-24 14:35:28,10.9333,108.1,78.21,89,100,5.59
438,La Ronge,CA,2021-10-24 14:35:28,55.1001,-105.2842,35.85,80,75,20.71
439,Vilhena,BR,2021-10-24 14:35:29,-12.7406,-60.1458,84.42,65,40,11.5
440,Palauig,PH,2021-10-24 14:35:29,15.435,119.9045,81.03,71,100,4.59
441,Devils Lake,US,2021-10-24 14:35:30,48.1128,-98.8651,33.94,86,90,5.01
442,Orlik,RU,2021-10-24 14:35:30,52.5178,99.825,27.55,82,29,5.84
443,Chimore,BO,2021-10-24 14:35:30,-16.9833,-65.1333,66.78,99,100,2.39
444,Nioro,GM,2021-10-24 14:35:31,13.35,-15.75,92.34,50,58,5.66
445,Yerbogachen,RU,2021-10-24 14:35:31,61.2767,108.0108,34.41,97,100,11.7
446,Kijang,KR,2021-10-24 14:35:32,35.2442,129.2139,55.13,56,100,4.29
447,Nantucket,US,2021-10-24 14:35:32,41.2835,-70.0995,53.71,57,1,16.11
448,Krasnovishersk,RU,2021-10-24 14:35:32,60.4078,57.082,37.54,96,100,1.34
449,Mangaratiba,BR,2021-10-24 14:35:33,-22.9597,-44.0406,72.46,69,100,2.91
450,Gat,IL,2021-10-24 14:35:33,31.61,34.7642,75.4,100,0,11.99
451,Bizhbulyak,RU,2021-10-24 14:35:33,53.6967,54.2642,41.95,84,82,7.23
452,Kafue,ZM,2021-10-24 14:35:34,-15.7691,28.1814,96.3,16,79,8.63
453,Oistins,BB,2021-10-24 14:32:41,13.0667,-59.5333,87.89,62,20,25.32
454,Hutchinson,US,2021-10-24 14:33:31,38.0608,-97.9298,71.35,84,90,3.0
455,Esperance,AU,2021-10-24 14:35:35,-33.8667,121.9,69.64,37,100,25.77
456,Teguldet,RU,2021-10-24 14:35:35,57.3064,88.1667,41.45,80,41,11.59
457,Balabac,PH,2021-10-24 14:35:36,7.9868,117.0645,80.82,79,97,8.95
458,Sokolka,PL,2021-10-24 14:35:36,53.4072,23.5023,44.65,64,98,4.34
459,Jiuquan,CN,2021-10-24 14:35:36,39.7432,98.5174,46.29,33,62,10.0
460,Kagoro,NG,2021-10-24 14:35:37,9.6,8.3833,87.4,42,55,4.74
461,Huilong,CN,2021-10-24 14:35:37,31.8111,121.655,62.92,66,79,6.15
462,Port Shepstone,ZA,2021-10-24 14:35:37,-30.7414,30.455,60.33,81,100,3.71
463,Phuket,TH,2021-10-24 14:35:38,8.0,98.25,86.09,94,40,5.75
464,Waddan,LY,2021-10-24 14:35:38,29.1614,16.139,95.34,12,100,11.41
465,Biryusinsk,RU,2021-10-24 14:35:39,55.9634,97.8235,41.99,83,100,15.68
466,Inongo,CD,2021-10-24 14:35:39,-1.95,18.2667,79.16,77,73,4.07
467,Okhotsk,RU,2021-10-24 14:35:39,59.3833,143.3,20.14,84,100,4.52
468,Varhaug,NO,2021-10-24 14:35:40,58.6147,5.6457,53.15,88,100,23.71
469,Saqqez,IR,2021-10-24 14:35:40,36.2499,46.2735,52.9,25,0,2.98
470,Broken Hill,AU,2021-10-24 14:32:25,-31.95,141.4333,55.11,33,0,5.75
471,Bati,ET,2021-10-24 14:35:41,11.1833,40.0167,72.55,31,3,7.14
472,Dapaong,TG,2021-10-24 14:35:41,10.8639,0.205,92.16,38,96,11.52
473,Batemans Bay,AU,2021-10-24 14:35:41,-35.7167,150.1833,55.98,81,100,1.72
474,Tambura,SS,2021-10-24 14:35:42,5.6,27.4667,84.74,57,100,3.83
475,Ahuimanu,US,2021-10-24 14:35:42,21.4447,-157.8378,76.75,76,75,9.22
476,Dicabisagan,PH,2021-10-24 14:35:43,17.0818,122.4157,76.8,88,100,3.15
477,Ailigandi,PA,2021-10-24 14:35:43,9.2333,-78.0167,83.68,70,96,5.01
478,Sault Sainte Marie,CA,2021-10-24 14:34:22,46.5168,-84.3333,39.88,93,90,4.61
479,Dingle,PH,2021-10-24 14:35:44,10.9995,122.6711,76.51,90,100,2.71
480,Kirkuk,IQ,2021-10-24 14:35:39,35.4681,44.3922,74.64,16,0,6.42
481,Kesova Gora,RU,2021-10-24 14:35:45,57.5836,37.2922,32.92,80,65,14.45
482,Doha,QA,2021-10-24 14:35:45,25.2867,51.5333,89.91,68,0,6.91
483,Rosarito,MX,2021-10-24 14:35:45,32.3333,-117.0333,61.75,72,83,1.52
484,Requena,ES,2021-10-24 14:35:46,39.4883,-1.1004,65.14,26,0,4.83
485,Los Cedrales,PY,2021-10-24 14:35:46,-25.65,-54.7,80.89,57,88,5.59
486,Egvekinot,RU,2021-10-24 14:35:46,66.3167,-179.1667,5.77,86,80,7.27
487,Yiyang,CN,2021-10-24 14:35:47,28.5892,112.3283,56.28,66,1,3.27
488,Ceyhan,TR,2021-10-24 14:35:47,37.0247,35.8175,77.34,51,0,8.25
489,Emba,KZ,2021-10-24 14:35:48,48.8264,58.1442,50.83,39,70,9.04
490,Berdigestyakh,RU,2021-10-24 14:33:51,62.0989,126.6992,30.04,93,100,6.93
491,Freeport,US,2021-10-24 14:35:16,40.6576,-73.5832,57.97,63,1,1.01
492,Torrington,US,2021-10-24 14:35:48,41.8007,-73.1212,52.12,69,0,5.73
493,Prykolotne,UA,2021-10-24 14:35:49,50.1604,37.3474,45.34,56,95,13.53
494,Pisco,PE,2021-10-24 14:35:49,-13.7,-76.2167,64.45,77,20,4.61
495,Nanlong,CN,2021-10-24 14:35:49,31.3533,106.0631,64.36,71,100,2.59
496,Quatre Cocos,MU,2021-10-24 14:35:50,-20.2078,57.7625,77.11,76,25,12.95
497,Carutapera,BR,2021-10-24 14:35:50,-1.195,-46.02,89.65,55,8,9.6
498,Turan,VN,2021-10-24 14:35:50,16.0678,108.2208,76.98,88,75,14.97
499,Zharkent,KZ,2021-10-24 14:35:51,44.1628,80.0,47.17,37,0,4.09
500,Muisne,EC,2021-10-24 14:35:51,0.6,-80.0333,77.11,83,100,8.5
501,Namatanai,PG,2021-10-24 14:35:52,-3.6667,152.4333,79.3,81,97,6.33
502,Omboue,GA,2021-10-24 14:35:52,-1.5746,9.2618,79.92,79,83,8.97
503,Ovre Ardal,NO,2021-10-24 14:35:52,61.3167,7.8,43.68,94,100,4.65
504,Senneterre,CA,2021-10-24 14:35:53,48.3835,-77.2328,37.62,74,42,3.78
505,Srednekolymsk,RU,2021-10-24 14:35:53,67.45,153.6833,-10.08,97,98,2.84
506,Mnogovershinnyy,RU,2021-10-24 14:35:53,53.9353,139.9242,29.46,88,96,5.57
507,Manta,EC,2021-10-24 14:35:54,-0.95,-80.7333,74.98,88,90,9.22
508,Beisfjord,NO,2021-10-24 14:35:54,68.3751,17.5988,39.25,79,100,8.25
509,Sfantu Gheorghe,RO,2021-10-24 14:35:54,45.8667,25.7833,47.82,53,7,6.24
510,Taoudenni,ML,2021-10-24 14:35:55,22.6783,-3.9836,98.37,13,0,3.6
511,La Tuque,CA,2021-10-24 14:32:19,47.4334,-72.7824,39.45,70,90,1.14
512,Yurty,RU,2021-10-24 14:35:55,56.0498,97.6348,41.68,84,100,15.66
513,Grafton,US,2021-10-24 14:35:56,42.207,-71.6856,50.7,56,1,9.22
514,Khorramshahr,IR,2021-10-24 14:35:56,30.4397,48.1664,91.36,16,0,6.91
515,Letka,RU,2021-10-24 14:35:56,59.6011,49.4232,36.39,96,100,4.16
516,Amlame,TG,2021-10-24 14:35:57,7.4667,0.9,81.66,75,99,3.85
517,High Level,CA,2021-10-24 14:35:57,58.5169,-117.136,35.71,100,90,8.05
518,Vostok,RU,2021-10-24 14:35:57,46.4856,135.8833,32.25,78,0,5.21
519,Cap Malheureux,MU,2021-10-24 14:35:58,-19.9842,57.6142,77.49,71,3,5.01
520,Watertown,US,2021-10-24 14:35:58,42.3709,-71.1828,52.12,54,1,1.99
521,Novoutkinsk,RU,2021-10-24 14:35:59,56.993,59.5571,40.89,83,100,11.5
522,Long Xuyen,VN,2021-10-24 14:35:59,10.3833,105.4167,75.15,91,100,4.36
523,Sokoni,TZ,2021-10-24 14:36:00,-6.4333,39.55,87.66,73,7,10.47
524,Turbat,PK,2021-10-24 14:36:00,26.0023,63.044,82.96,10,0,5.3
525,Lahij,YE,2021-10-24 14:36:01,13.1667,44.5833,81.09,58,16,9.86
526,Moindou,NC,2021-10-24 14:36:01,-21.6924,165.677,67.95,83,6,5.08
527,Berlevag,NO,2021-10-24 14:36:01,70.8578,29.0864,31.8,64,99,11.25
528,Tura,IN,2021-10-24 14:36:02,25.5198,90.2201,68.67,94,0,2.1
529,Kalabo,ZM,2021-10-24 14:36:03,-14.97,22.6814,82.72,44,80,7.99
530,Coahuayana,MX,2021-10-24 14:36:03,18.7333,-103.6833,80.08,85,100,2.71
531,Seoul,KR,2021-10-24 14:36:03,37.5683,126.9778,54.84,90,0,2.3
532,San Felipe,VE,2021-10-24 14:36:04,10.3399,-68.7425,82.38,76,64,1.61
533,Nelson Bay,AU,2021-10-24 14:36:04,-32.7167,152.15,64.0,87,100,2.89
534,Lodja,CD,2021-10-24 14:36:05,-3.4833,23.4333,75.54,91,67,5.53
535,Mariestad,SE,2021-10-24 14:36:05,58.7097,13.8237,52.29,81,100,14.14
536,Abu Dhabi,AE,2021-10-24 14:34:00,24.4667,54.3667,86.11,66,0,10.36
537,Jizan,SA,2021-10-24 14:36:05,17.3333,42.6667,92.34,52,4,9.53
538,Yokadouma,CM,2021-10-24 14:36:06,3.5167,15.05,81.09,71,96,2.62
539,San Cristobal,VE,2021-10-24 14:36:06,7.7669,-72.225,73.58,54,92,6.13
540,Palora,EC,2021-10-24 14:36:07,-1.7,-77.9333,78.91,60,88,3.96
541,Borjomi,GE,2021-10-24 14:36:07,41.8527,43.4128,50.36,69,97,1.61
542,Baie-Comeau,CA,2021-10-24 14:34:06,49.2168,-68.1489,45.88,87,90,8.05
543,Ler,SS,2021-10-24 14:36:08,8.3018,30.1418,90.57,41,99,4.74
544,Gidole,ET,2021-10-24 14:36:08,5.65,37.3667,66.65,51,84,2.01
545,Port Blair,IN,2021-10-24 14:36:08,11.6667,92.75,80.94,79,12,5.53
546,Glossa,GR,2021-10-24 14:36:09,35.4717,23.7763,74.08,72,66,10.63
547,Simbahan,PH,2021-10-24 14:36:09,6.3032,120.5836,82.72,70,95,2.37
548,Sibolga,ID,2021-10-24 14:36:10,1.7427,98.7792,75.63,92,100,1.39
549,Kanniyakumari,IN,2021-10-24 14:36:10,8.0833,77.5667,80.58,82,67,14.9
550,Sretensk,RU,2021-10-24 14:36:11,52.2453,117.7093,32.86,79,100,2.62
551,Ahipara,NZ,2021-10-24 14:36:11,-35.1667,173.1667,56.26,96,13,1.34
552,Elat,IL,2021-10-24 14:33:03,29.5581,34.9482,80.44,39,0,13.8
553,Bismarck,US,2021-10-24 14:33:30,46.8083,-100.7837,40.21,95,90,10.36
